KO	Pathway	Pathway Name
K18982	ko00053	Ascorbate and aldarate metabolism
K18983	ko00053	Ascorbate and aldarate metabolism
K02810	ko00500	Starch and sucrose metabolism
K01193	ko00500	Starch and sucrose metabolism
K00696	ko00500	Starch and sucrose metabolism
K07024	ko00500	Starch and sucrose metabolism
K00695	ko00500	Starch and sucrose metabolism
K12047	ko00500	Starch and sucrose metabolism
K01187	ko00500	Starch and sucrose metabolism
K12316	ko00500	Starch and sucrose metabolism
K12317	ko00500	Starch and sucrose metabolism
K01203	ko00500	Starch and sucrose metabolism
K20811	ko00500	Starch and sucrose metabolism
K00692	ko00500	Starch and sucrose metabolism
K18775	ko00500	Starch and sucrose metabolism
K01212	ko00500	Starch and sucrose metabolism
K05341	ko00500	Starch and sucrose metabolism
K00689	ko00500	Starch and sucrose metabolism
K00690	ko00500	Starch and sucrose metabolism
K00963	ko00500	Starch and sucrose metabolism
K01513	ko00500	Starch and sucrose metabolism
K00706	ko00500	Starch and sucrose metabolism
K01199	ko00500	Starch and sucrose metabolism
K19891	ko00500	Starch and sucrose metabolism
K19892	ko00500	Starch and sucrose metabolism
K19893	ko00500	Starch and sucrose metabolism
K01210	ko00500	Starch and sucrose metabolism
K01188	ko00500	Starch and sucrose metabolism
K05349	ko00500	Starch and sucrose metabolism
K05350	ko00500	Starch and sucrose metabolism
K00694	ko00500	Starch and sucrose metabolism
K01179	ko00500	Starch and sucrose metabolism
K19357	ko00500	Starch and sucrose metabolism
K01225	ko00500	Starch and sucrose metabolism
K19668	ko00500	Starch and sucrose metabolism
K00702	ko00500	Starch and sucrose metabolism
K02759	ko00500	Starch and sucrose metabolism
K02760	ko00500	Starch and sucrose metabolism
K02761	ko00500	Starch and sucrose metabolism
K01222	ko00500	Starch and sucrose metabolism
K01223	ko00500	Starch and sucrose metabolism
K00978	ko00500	Starch and sucrose metabolism
K00975	ko00500	Starch and sucrose metabolism
K18447	ko00500	Starch and sucrose metabolism
K00703	ko00500	Starch and sucrose metabolism
K13679	ko00500	Starch and sucrose metabolism
K20812	ko00500	Starch and sucrose metabolism
K00693	ko00500	Starch and sucrose metabolism
K00750	ko00500	Starch and sucrose metabolism
K16150	ko00500	Starch and sucrose metabolism
K16153	ko00500	Starch and sucrose metabolism
K00700	ko00500	Starch and sucrose metabolism
K16149	ko00500	Starch and sucrose metabolism
K00688	ko00500	Starch and sucrose metabolism
K01196	ko00500	Starch and sucrose metabolism
K02438	ko00500	Starch and sucrose metabolism
K01200	ko00500	Starch and sucrose metabolism
K01176	ko00500	Starch and sucrose metabolism
K07405	ko00500	Starch and sucrose metabolism
K05343	ko00500	Starch and sucrose metabolism
K01177	ko00500	Starch and sucrose metabolism
K05992	ko00500	Starch and sucrose metabolism
K01208	ko00500	Starch and sucrose metabolism
K01178	ko00500	Starch and sucrose metabolism
K21574	ko00500	Starch and sucrose metabolism
K01182	ko00500	Starch and sucrose metabolism
K05988	ko00500	Starch and sucrose metabolism
K00705	ko00500	Starch and sucrose metabolism
K22451	ko00500	Starch and sucrose metabolism
K16146	ko00500	Starch and sucrose metabolism
K16147	ko00500	Starch and sucrose metabolism
K16148	ko00500	Starch and sucrose metabolism
K00691	ko00500	Starch and sucrose metabolism
K01838	ko00500	Starch and sucrose metabolism
K02777	ko00500	Starch and sucrose metabolism
K02791	ko00500	Starch and sucrose metabolism
K20108	ko00500	Starch and sucrose metabolism
K02750	ko00500	Starch and sucrose metabolism
K06896	ko00500	Starch and sucrose metabolism
K01232	ko00500	Starch and sucrose metabolism
K00701	ko00500	Starch and sucrose metabolism
K01214	ko00500	Starch and sucrose metabolism
K06044	ko00500	Starch and sucrose metabolism
K01236	ko00500	Starch and sucrose metabolism
K13057	ko00500	Starch and sucrose metabolism
K00697	ko00500	Starch and sucrose metabolism
K01087	ko00500	Starch and sucrose metabolism
K16055	ko00500	Starch and sucrose metabolism
K22337	ko00500	Starch and sucrose metabolism
K01194	ko00500	Starch and sucrose metabolism
K22934	ko00500	Starch and sucrose metabolism
K05342	ko00500	Starch and sucrose metabolism
K02819	ko00500	Starch and sucrose metabolism
K01226	ko00500	Starch and sucrose metabolism
K01835	ko00500	Starch and sucrose metabolism
K15778	ko00500	Starch and sucrose metabolism
K15779	ko00500	Starch and sucrose metabolism
K00844	ko00500	Starch and sucrose metabolism
K12407	ko00500	Starch and sucrose metabolism
K00845	ko00500	Starch and sucrose metabolism
K25026	ko00500	Starch and sucrose metabolism
K01084	ko00500	Starch and sucrose metabolism
K11809	ko00500	Starch and sucrose metabolism
K01810	ko00500	Starch and sucrose metabolism
K06859	ko00500	Starch and sucrose metabolism
K13810	ko00500	Starch and sucrose metabolism
K15916	ko00500	Starch and sucrose metabolism
K00847	ko00500	Starch and sucrose metabolism
K01183	ko00520	Amino sugar and nucleotide sugar metabolism
K20547	ko00520	Amino sugar and nucleotide sugar metabolism
K13381	ko00520	Amino sugar and nucleotide sugar metabolism
K01207	ko00520	Amino sugar and nucleotide sugar metabolism
K12373	ko00520	Amino sugar and nucleotide sugar metabolism
K18675	ko00520	Amino sugar and nucleotide sugar metabolism
K01452	ko00520	Amino sugar and nucleotide sugar metabolism
K01233	ko00520	Amino sugar and nucleotide sugar metabolism
K15855	ko00520	Amino sugar and nucleotide sugar metabolism
K02777	ko00520	Amino sugar and nucleotide sugar metabolism
K02804	ko00520	Amino sugar and nucleotide sugar metabolism
K00884	ko00520	Amino sugar and nucleotide sugar metabolism
K01443	ko00520	Amino sugar and nucleotide sugar metabolism
K02564	ko00520	Amino sugar and nucleotide sugar metabolism
K02765	ko00520	Amino sugar and nucleotide sugar metabolism
K00844	ko00520	Amino sugar and nucleotide sugar metabolism
K18676	ko00520	Amino sugar and nucleotide sugar metabolism
K00847	ko00520	Amino sugar and nucleotide sugar metabolism
K00820	ko00520	Amino sugar and nucleotide sugar metabolism
K00621	ko00520	Amino sugar and nucleotide sugar metabolism
K01836	ko00520	Amino sugar and nucleotide sugar metabolism
K03431	ko00520	Amino sugar and nucleotide sugar metabolism
K18674	ko00520	Amino sugar and nucleotide sugar metabolism
K04042	ko00520	Amino sugar and nucleotide sugar metabolism
K11528	ko00520	Amino sugar and nucleotide sugar metabolism
K00972	ko00520	Amino sugar and nucleotide sugar metabolism
K23144	ko00520	Amino sugar and nucleotide sugar metabolism
K11192	ko00520	Amino sugar and nucleotide sugar metabolism
K07106	ko00520	Amino sugar and nucleotide sugar metabolism
K09001	ko00520	Amino sugar and nucleotide sugar metabolism
K22292	ko00520	Amino sugar and nucleotide sugar metabolism
K07102	ko00520	Amino sugar and nucleotide sugar metabolism
K00992	ko00520	Amino sugar and nucleotide sugar metabolism
K00790	ko00520	Amino sugar and nucleotide sugar metabolism
K00075	ko00520	Amino sugar and nucleotide sugar metabolism
K12409	ko00520	Amino sugar and nucleotide sugar metabolism
K08068	ko00520	Amino sugar and nucleotide sugar metabolism
K00885	ko00520	Amino sugar and nucleotide sugar metabolism
K13967	ko00520	Amino sugar and nucleotide sugar metabolism
K01787	ko00520	Amino sugar and nucleotide sugar metabolism
K01788	ko00520	Amino sugar and nucleotide sugar metabolism
K05304	ko00520	Amino sugar and nucleotide sugar metabolism
K01097	ko00520	Amino sugar and nucleotide sugar metabolism
K01654	ko00520	Amino sugar and nucleotide sugar metabolism
K01639	ko00520	Amino sugar and nucleotide sugar metabolism
K21749	ko00520	Amino sugar and nucleotide sugar metabolism
K00983	ko00520	Amino sugar and nucleotide sugar metabolism
K08080	ko00520	Amino sugar and nucleotide sugar metabolism
K00326	ko00520	Amino sugar and nucleotide sugar metabolism
K00698	ko00520	Amino sugar and nucleotide sugar metabolism
K01791	ko00520	Amino sugar and nucleotide sugar metabolism
K02472	ko00520	Amino sugar and nucleotide sugar metabolism
K13015	ko00520	Amino sugar and nucleotide sugar metabolism
K22926	ko00520	Amino sugar and nucleotide sugar metabolism
K13016	ko00520	Amino sugar and nucleotide sugar metabolism
K13020	ko00520	Amino sugar and nucleotide sugar metabolism
K13017	ko00520	Amino sugar and nucleotide sugar metabolism
K13018	ko00520	Amino sugar and nucleotide sugar metabolism
K13019	ko00520	Amino sugar and nucleotide sugar metabolism
K02473	ko00520	Amino sugar and nucleotide sugar metabolism
K02474	ko00520	Amino sugar and nucleotide sugar metabolism
K22925	ko00520	Amino sugar and nucleotide sugar metabolism
K15894	ko00520	Amino sugar and nucleotide sugar metabolism
K15895	ko00520	Amino sugar and nucleotide sugar metabolism
K15896	ko00520	Amino sugar and nucleotide sugar metabolism
K15897	ko00520	Amino sugar and nucleotide sugar metabolism
K15898	ko00520	Amino sugar and nucleotide sugar metabolism
K15899	ko00520	Amino sugar and nucleotide sugar metabolism
K15912	ko00520	Amino sugar and nucleotide sugar metabolism
K15910	ko00520	Amino sugar and nucleotide sugar metabolism
K15913	ko00520	Amino sugar and nucleotide sugar metabolism
K18429	ko00520	Amino sugar and nucleotide sugar metabolism
K18430	ko00520	Amino sugar and nucleotide sugar metabolism
K18431	ko00520	Amino sugar and nucleotide sugar metabolism
K21279	ko00520	Amino sugar and nucleotide sugar metabolism
K21055	ko00520	Amino sugar and nucleotide sugar metabolism
K21750	ko00520	Amino sugar and nucleotide sugar metabolism
K12446	ko00520	Amino sugar and nucleotide sugar metabolism
K12447	ko00520	Amino sugar and nucleotide sugar metabolism
K13379	ko00520	Amino sugar and nucleotide sugar metabolism
K01209	ko00520	Amino sugar and nucleotide sugar metabolism
K15921	ko00520	Amino sugar and nucleotide sugar metabolism
K20844	ko00520	Amino sugar and nucleotide sugar metabolism
K16190	ko00520	Amino sugar and nucleotide sugar metabolism
K10011	ko00520	Amino sugar and nucleotide sugar metabolism
K07806	ko00520	Amino sugar and nucleotide sugar metabolism
K10012	ko00520	Amino sugar and nucleotide sugar metabolism
K13014	ko00520	Amino sugar and nucleotide sugar metabolism
K08678	ko00520	Amino sugar and nucleotide sugar metabolism
K12449	ko00520	Amino sugar and nucleotide sugar metabolism
K00770	ko00520	Amino sugar and nucleotide sugar metabolism
K15920	ko00520	Amino sugar and nucleotide sugar metabolism
K01198	ko00520	Amino sugar and nucleotide sugar metabolism
K22268	ko00520	Amino sugar and nucleotide sugar metabolism
K12448	ko00520	Amino sugar and nucleotide sugar metabolism
K02779	ko00520	Amino sugar and nucleotide sugar metabolism
K02791	ko00520	Amino sugar and nucleotide sugar metabolism
K20118	ko00520	Amino sugar and nucleotide sugar metabolism
K00845	ko00520	Amino sugar and nucleotide sugar metabolism
K25026	ko00520	Amino sugar and nucleotide sugar metabolism
K12407	ko00520	Amino sugar and nucleotide sugar metabolism
K00886	ko00520	Amino sugar and nucleotide sugar metabolism
K01835	ko00520	Amino sugar and nucleotide sugar metabolism
K15778	ko00520	Amino sugar and nucleotide sugar metabolism
K15779	ko00520	Amino sugar and nucleotide sugar metabolism
K00963	ko00520	Amino sugar and nucleotide sugar metabolism
K12450	ko00520	Amino sugar and nucleotide sugar metabolism
K12451	ko00520	Amino sugar and nucleotide sugar metabolism
K00012	ko00520	Amino sugar and nucleotide sugar metabolism
K06118	ko00520	Amino sugar and nucleotide sugar metabolism
K00849	ko00520	Amino sugar and nucleotide sugar metabolism
K00965	ko00520	Amino sugar and nucleotide sugar metabolism
K01784	ko00520	Amino sugar and nucleotide sugar metabolism
K01854	ko00520	Amino sugar and nucleotide sugar metabolism
K17716	ko00520	Amino sugar and nucleotide sugar metabolism
K08679	ko00520	Amino sugar and nucleotide sugar metabolism
K18677	ko00520	Amino sugar and nucleotide sugar metabolism
K13648	ko00520	Amino sugar and nucleotide sugar metabolism
K02793	ko00520	Amino sugar and nucleotide sugar metabolism
K02794	ko00520	Amino sugar and nucleotide sugar metabolism
K02795	ko00520	Amino sugar and nucleotide sugar metabolism
K02796	ko00520	Amino sugar and nucleotide sugar metabolism
K01810	ko00520	Amino sugar and nucleotide sugar metabolism
K06859	ko00520	Amino sugar and nucleotide sugar metabolism
K13810	ko00520	Amino sugar and nucleotide sugar metabolism
K15916	ko00520	Amino sugar and nucleotide sugar metabolism
K01809	ko00520	Amino sugar and nucleotide sugar metabolism
K17497	ko00520	Amino sugar and nucleotide sugar metabolism
K01840	ko00520	Amino sugar and nucleotide sugar metabolism
K16881	ko00520	Amino sugar and nucleotide sugar metabolism
K00966	ko00520	Amino sugar and nucleotide sugar metabolism
K00971	ko00520	Amino sugar and nucleotide sugar metabolism
K16011	ko00520	Amino sugar and nucleotide sugar metabolism
K01711	ko00520	Amino sugar and nucleotide sugar metabolism
K15856	ko00520	Amino sugar and nucleotide sugar metabolism
K22252	ko00520	Amino sugar and nucleotide sugar metabolism
K13010	ko00520	Amino sugar and nucleotide sugar metabolism
K17939	ko00520	Amino sugar and nucleotide sugar metabolism
K02377	ko00520	Amino sugar and nucleotide sugar metabolism
K10046	ko00520	Amino sugar and nucleotide sugar metabolism
K00066	ko00520	Amino sugar and nucleotide sugar metabolism
K05305	ko00520	Amino sugar and nucleotide sugar metabolism
K00976	ko00520	Amino sugar and nucleotide sugar metabolism
K25314	ko00520	Amino sugar and nucleotide sugar metabolism
K25315	ko00520	Amino sugar and nucleotide sugar metabolism
K00978	ko00520	Amino sugar and nucleotide sugar metabolism
K01709	ko00520	Amino sugar and nucleotide sugar metabolism
K12452	ko00520	Amino sugar and nucleotide sugar metabolism
K00523	ko00520	Amino sugar and nucleotide sugar metabolism
K12453	ko00520	Amino sugar and nucleotide sugar metabolism
K12454	ko00520	Amino sugar and nucleotide sugar metabolism
K12455	ko00520	Amino sugar and nucleotide sugar metabolism
K19632	ko00520	Amino sugar and nucleotide sugar metabolism
K15857	ko00520	Amino sugar and nucleotide sugar metabolism
K15858	ko00520	Amino sugar and nucleotide sugar metabolism
K00975	ko00520	Amino sugar and nucleotide sugar metabolism
K01895	ko00620	Pyruvate metabolism
K01913	ko00620	Pyruvate metabolism
K00169	ko00620	Pyruvate metabolism
K00170	ko00620	Pyruvate metabolism
K00172	ko00620	Pyruvate metabolism
K00189	ko00620	Pyruvate metabolism
K00171	ko00620	Pyruvate metabolism
K03737	ko00620	Pyruvate metabolism
K00174	ko00620	Pyruvate metabolism
K00175	ko00620	Pyruvate metabolism
K00163	ko00620	Pyruvate metabolism
K00161	ko00620	Pyruvate metabolism
K00162	ko00620	Pyruvate metabolism
K00627	ko00620	Pyruvate metabolism
K00382	ko00620	Pyruvate metabolism
K13997	ko00620	Pyruvate metabolism
K00656	ko00620	Pyruvate metabolism
K00132	ko00620	Pyruvate metabolism
K04072	ko00620	Pyruvate metabolism
K04073	ko00620	Pyruvate metabolism
K18366	ko00620	Pyruvate metabolism
K04021	ko00620	Pyruvate metabolism
K13951	ko00620	Pyruvate metabolism
K13980	ko00620	Pyruvate metabolism
K13952	ko00620	Pyruvate metabolism
K13953	ko00620	Pyruvate metabolism
K13954	ko00620	Pyruvate metabolism
K00001	ko00620	Pyruvate metabolism
K00121	ko00620	Pyruvate metabolism
K18857	ko00620	Pyruvate metabolism
K00002	ko00620	Pyruvate metabolism
K12957	ko00620	Pyruvate metabolism
K13979	ko00620	Pyruvate metabolism
K14028	ko00620	Pyruvate metabolism
K14029	ko00620	Pyruvate metabolism
K00114	ko00620	Pyruvate metabolism
K04022	ko00620	Pyruvate metabolism
K22473	ko00620	Pyruvate metabolism
K22474	ko00620	Pyruvate metabolism
K00925	ko00620	Pyruvate metabolism
K00625	ko00620	Pyruvate metabolism
K13788	ko00620	Pyruvate metabolism
K15024	ko00620	Pyruvate metabolism
K04020	ko00620	Pyruvate metabolism
K00873	ko00620	Pyruvate metabolism
K12406	ko00620	Pyruvate metabolism
K11262	ko00620	Pyruvate metabolism
K01946	ko00620	Pyruvate metabolism
K01962	ko00620	Pyruvate metabolism
K02160	ko00620	Pyruvate metabolism
K01961	ko00620	Pyruvate metabolism
K01963	ko00620	Pyruvate metabolism
K11263	ko00620	Pyruvate metabolism
K18472	ko00620	Pyruvate metabolism
K01512	ko00620	Pyruvate metabolism
K00128	ko00620	Pyruvate metabolism
K14085	ko00620	Pyruvate metabolism
K00149	ko00620	Pyruvate metabolism
K00138	ko00620	Pyruvate metabolism
K01067	ko00620	Pyruvate metabolism
K18118	ko00620	Pyruvate metabolism
K01026	ko00620	Pyruvate metabolism
K01905	ko00620	Pyruvate metabolism
K22224	ko00620	Pyruvate metabolism
K24012	ko00620	Pyruvate metabolism
K00158	ko00620	Pyruvate metabolism
K00101	ko00620	Pyruvate metabolism
K26113	ko00620	Pyruvate metabolism
K26114	ko00620	Pyruvate metabolism
K26115	ko00620	Pyruvate metabolism
K00016	ko00620	Pyruvate metabolism
K00156	ko00620	Pyruvate metabolism
K00467	ko00620	Pyruvate metabolism
K03778	ko00620	Pyruvate metabolism
K03777	ko00620	Pyruvate metabolism
K21836	ko00620	Pyruvate metabolism
K00102	ko00620	Pyruvate metabolism
K18930	ko00620	Pyruvate metabolism
